# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_vessel
# Exported by: amber
setting:	replacespawns 1
weapon_ttt_smokegrenade	-504.862854 -1981.447510 384.179260	-1.852 -1.448 -1.012
weapon_ttt_smokegrenade	-405.798492 -1983.283813 428.121063	26.573 -99.051 90.773
weapon_ttt_smokegrenade	-405.348694 -2030.524658 428.134735	25.704 -97.013 91.265
ttt_random_ammo	-417.145813 1018.297974 513.443726	0.055 0.000 -0.004
ttt_random_ammo	-538.776672 932.361938 384.428650	1.374 0.032 1.658
ttt_random_ammo	-545.119812 954.980957 384.335266	0.047 0.000 -0.027
ttt_random_ammo	-610.436584 898.373535 384.393738	0.814 0.008 0.936
ttt_random_ammo	-564.216797 898.494812 384.393738	0.815 0.008 0.937
ttt_random_ammo	-551.155029 1186.763672 384.346832	0.050 0.000 -0.017
ttt_random_ammo	-560.586243 1230.109009 384.332825	0.047 0.000 -0.028
ttt_random_ammo	-584.499512 1198.873169 384.369171	0.091 0.000 0.045
ttt_random_ammo	-588.814941 1229.094849 384.363525	0.072 0.000 0.018
ttt_random_ammo	-277.087830 1562.564331 480.385071	0.282 -0.001 -0.285
ttt_random_ammo	-257.685608 1601.388184 480.394623	1.283 0.020 1.507
ttt_random_ammo	-301.015594 1646.925293 480.456024	0.845 -0.024 -1.026
ttt_random_ammo	-396.409607 1623.036987 480.434235	1.352 0.033 1.642
ttt_random_ammo	304.974945 1963.789917 480.337616	0.047 0.000 -0.025
ttt_random_ammo	296.801086 1822.600708 480.366638	-0.078 -0.000 0.027
ttt_random_ammo	306.354828 1901.116333 480.349030	0.051 0.000 -0.014
ttt_random_ammo	291.144806 1766.117676 480.364624	-0.072 -0.000 0.019
ttt_random_ammo	469.808014 1742.812622 480.353333	0.055 0.000 -0.008
ttt_random_ammo	489.252899 1814.362305 480.327850	0.047 0.000 -0.031
ttt_random_ammo	465.840820 1847.121094 480.370972	0.099 0.000 0.055
ttt_random_ammo	484.067200 1915.868042 480.374451	0.122 0.000 0.086
ttt_random_ammo	5.027953 421.379242 644.448242	0.047 0.000 -0.027
ttt_random_ammo	-2.209863 377.949219 693.068237	0.048 -0.000 0.013
ttt_random_ammo	70.103096 366.731293 757.696777	-0.042 0.000 0.031
ttt_random_ammo	-138.104568 317.306152 627.094177	0.046 -0.000 0.018
ttt_random_ammo	-227.645340 428.868652 821.032776	-0.046 0.000 0.037
ttt_random_ammo	-220.678070 350.042816 885.717651	-0.043 0.000 0.020
ttt_random_ammo	-433.131409 328.677795 757.666748	0.048 -0.000 0.039
ttt_random_ammo	-483.615509 487.192261 821.021851	0.048 -0.000 0.039
ttt_random_ammo	-477.364838 488.795197 821.114380	2.269 0.075 -1.020
ttt_random_ammo	-143.102646 554.870117 757.715149	0.050 -0.000 0.010
ttt_random_ammo	-136.246674 498.108765 693.155762	1.138 -0.030 -1.383
ttt_random_ammo	-106.394836 254.732407 562.548462	-1.230 0.032 -1.466
ttt_random_ammo	125.708611 324.784576 757.705505	-0.041 0.000 0.028
ttt_random_ammo	191.467178 311.563293 693.176331	-1.252 0.034 -1.523
ttt_random_ammo	406.374847 441.915863 562.436829	-0.042 0.000 0.031
ttt_random_ammo	426.563507 384.260712 628.967896	0.044 -0.000 0.024
ttt_random_ammo	505.243988 326.642120 757.750671	0.511 -0.004 -0.570
ttt_random_ammo	523.934875 260.700043 693.138550	1.223 -0.031 -1.455
ttt_random_ammo	399.530487 93.936111 756.972595	-0.041 0.000 0.027
ttt_random_ammo	367.457214 28.773853 693.044495	0.044 -0.000 0.031
ttt_random_ammo	445.413330 9.198818 757.741882	0.179 -0.001 -0.162
ttt_random_ammo	420.268707 178.372681 773.234436	0.069 0.000 0.017
ttt_random_ammo	384.705048 178.340927 773.230652	0.060 0.000 0.005
ttt_random_ammo	403.151093 147.098389 773.309021	1.249 0.032 1.518
ttt_random_ammo	409.336975 195.463882 773.205078	0.045 0.000 -0.028
ttt_random_ammo	161.528275 -248.430420 757.729675	0.079 -0.000 -0.033
ttt_random_ammo	74.025970 -278.812988 693.057922	0.044 -0.000 0.024
ttt_random_ammo	47.162220 -71.117065 432.708679	0.264 -0.001 -0.267
ttt_random_ammo	-36.199402 -76.788681 497.313049	0.045 -0.000 0.022
ttt_random_ammo	-130.787125 -60.475079 432.652466	0.044 -0.000 0.031
ttt_random_ammo	-157.333771 -140.891357 562.449219	0.046 -0.000 0.018
ttt_random_ammo	-171.239105 -206.968582 627.111206	0.068 -0.000 -0.018
ttt_random_ammo	-228.609055 -393.870544 627.114685	0.078 -0.000 -0.033
ttt_random_ammo	-147.632538 -391.023010 561.955383	-0.042 0.000 0.029
ttt_random_ammo	-170.137238 -472.021515 497.432312	-1.167 0.032 -1.423
ttt_random_ammo	-93.533012 -457.555450 432.659332	0.044 -0.000 0.028
ttt_random_ammo	-119.179893 -764.621460 432.689240	0.066 -0.000 -0.016
ttt_random_ammo	-117.625801 -806.168701 481.236786	0.046 -0.000 0.034
ttt_random_ammo	-36.545898 -792.129700 627.070190	-0.045 0.000 0.035
ttt_random_ammo	-46.993706 -857.064880 562.490906	0.156 0.001 0.137
ttt_random_ammo	-69.264832 -823.224670 578.504028	0.051 0.000 -0.009
ttt_random_ammo	-70.422798 -781.563843 578.466370	-0.046 -0.000 -0.034
ttt_random_ammo	-39.149178 -822.288025 578.460327	0.047 0.000 -0.037
ttt_random_ammo	353.428864 -743.772766 757.724426	0.063 -0.000 -0.011
ttt_random_ammo	342.736755 -673.381470 693.108032	1.033 -0.013 -1.206
ttt_random_ammo	368.331024 -797.059631 773.256653	0.301 0.002 0.311
ttt_random_ammo	327.361908 -795.378113 773.289490	1.344 0.031 1.599
ttt_random_ammo	381.414124 -841.570007 773.276306	1.646 0.035 1.965
ttt_random_ammo	318.957428 -833.168030 773.234436	0.069 0.000 0.016
ttt_random_ammo	13.574658 -1099.161743 611.040039	0.045 -0.000 0.022
ttt_random_ammo	-99.396851 -1171.889404 562.468018	0.072 -0.000 -0.024
ttt_random_ammo	178.171143 -1181.145508 384.359558	0.063 0.000 0.006
ttt_random_ammo	126.698448 -1085.968506 384.363525	0.072 0.000 0.018
ttt_random_ammo	-316.808258 -1091.996216 481.253357	0.044 -0.000 0.028
ttt_random_ammo	-370.136475 -1102.469971 432.715698	0.913 -0.011 -1.060
ttt_random_ammo	-323.046814 -1338.334717 901.220581	0.049 0.000 -0.014
ttt_random_ammo	-326.728668 -1298.812256 901.226746	0.055 0.000 -0.004
ttt_random_ammo	-359.535339 -1339.204956 901.259033	0.392 0.002 0.422
ttt_random_ammo	-362.349915 -1310.062500 901.236267	0.074 0.000 0.024
ttt_random_ammo	-419.479553 -1314.134399 885.715149	0.050 -0.000 0.010
ttt_random_ammo	-449.279846 -1388.784424 821.057922	0.044 -0.000 0.024
ttt_random_ammo	98.773529 -1360.939575 562.471313	0.086 -0.000 -0.042
ttt_random_ammo	169.837875 -1364.065918 627.119019	-0.058 0.000 -0.008
ttt_random_ammo	281.717957 -1374.127319 741.703064	1.183 -0.017 -1.388
ttt_random_ammo	345.908478 -1359.955200 693.044067	0.044 -0.000 0.032
ttt_random_ammo	36.631691 -1539.971680 432.742126	1.320 -0.034 -1.573
ttt_random_ammo	-83.081757 -1493.886475 497.353577	-0.105 0.000 -0.071
ttt_random_ammo	-151.229752 -1488.841553 432.670624	-0.041 0.000 0.027
ttt_random_ammo	301.911041 -1256.882568 773.216309	0.047 0.000 -0.020
ttt_random_ammo	300.662933 -1286.679688 773.192871	0.046 0.000 -0.033
ttt_random_ammo	394.723022 -1265.112427 773.192871	0.046 0.000 -0.033
ttt_random_ammo	391.523102 -1303.873291 773.319458	-1.138 -0.029 1.360
ttt_random_ammo	-488.660065 -804.883789 773.234436	0.068 0.000 0.016
ttt_random_ammo	-488.298553 -766.894104 773.218506	0.048 0.000 -0.017
ttt_random_ammo	-400.707245 -806.168457 773.211914	0.046 0.000 -0.023
ttt_random_ammo	-391.016785 -777.324646 773.177002	0.048 0.000 -0.039
ttt_random_ammo	44.748665 -2029.032593 440.363464	0.070 0.000 0.017
ttt_random_ammo	82.593796 -1970.920776 496.423340	1.348 0.031 1.612
ttt_random_ammo	145.608307 -1988.619263 440.342255	0.047 0.000 -0.021
ttt_random_ammo	43.144855 -1971.626831 496.367310	0.082 0.000 0.034
ttt_random_ammo	89.453903 -1994.611694 384.317474	0.047 0.000 -0.035
ttt_random_ammo	96.693253 -2036.544922 384.371002	0.100 0.000 0.057
ttt_random_ammo	219.509872 -2219.391846 496.349030	0.050 0.000 -0.014
ttt_random_ammo	159.865234 -2269.440918 496.372772	0.105 0.000 0.065
ttt_random_ammo	111.812363 -2264.980225 440.359528	0.061 0.000 0.005
ttt_random_ammo	176.318863 -2369.330078 496.342285	0.047 0.000 -0.021
ttt_random_ammo	330.749237 -2271.188965 440.394440	0.911 0.010 1.056
ttt_random_ammo	-347.739868 -2144.211182 639.539124	0.578 -5.230 0.945
ttt_random_ammo	-345.370239 -2198.518066 639.495117	-0.573 -0.006 0.661
ttt_random_ammo	-344.314819 -2231.613770 639.445862	0.650 -0.011 -0.874
ttt_random_ammo	-339.884766 -2307.204590 639.541382	0.136 -1.604 -0.059
ttt_random_ammo	-343.290070 -2336.462158 639.500000	-0.080 -0.246 -0.003
ttt_random_ammo	-342.129730 -2381.937744 639.467896	-0.122 -0.212 0.010
ttt_random_ammo	-242.422089 -2388.937012 639.543884	-0.329 2.142 -0.007
ttt_random_ammo	-240.359940 -2361.274414 639.506592	-0.088 -0.147 0.007
ttt_random_ammo	-241.216599 -2318.256104 639.477783	-0.669 -0.006 0.785
ttt_random_ammo	-238.958420 -2151.143799 639.533569	-0.058 -1.188 -0.041
ttt_random_ammo	-242.824799 -2201.492188 639.470276	-0.170 0.004 0.052
ttt_random_ammo	-240.665802 -2233.964111 639.425903	-0.188 -0.234 0.018
ttt_random_ammo	-337.267731 -1973.452881 454.281494	-0.993 -2.297 89.500
ttt_random_ammo	-339.580414 -2010.401367 452.079254	0.198 0.034 -0.574
ttt_random_ammo	-338.749695 -1982.389893 408.691986	0.142 0.038 -0.483
ttt_random_ammo	-334.520630 -2015.250488 408.780823	0.220 0.081 -0.610
ttt_random_ammo	-243.297394 -1979.738525 408.642914	0.195 0.035 -0.569
ttt_random_ammo	-241.342453 -2011.431885 408.849762	0.099 0.045 -0.412
ttt_random_ammo	-244.679688 -1974.843750 451.971710	0.130 0.039 -0.463
ttt_random_ammo	-242.478577 -2011.225342 452.093048	0.184 0.060 -0.550
ttt_random_ammo	-113.946205 -1974.676025 451.981415	0.115 0.039 -0.439
ttt_random_ammo	-119.257683 -1980.467163 408.628418	0.220 0.016 -0.610
ttt_random_ammo	-120.222389 -2014.652954 408.837738	0.136 0.039 -0.472
ttt_random_ammo	-22.593889 -1974.651733 451.932800	0.184 0.037 -0.551
ttt_random_ammo	-21.074886 -2003.534668 452.097443	0.130 0.049 -0.463
ttt_random_ammo	-22.836096 -1978.839722 408.634766	0.201 0.031 -0.579
ttt_random_ammo	-25.242756 -2015.141113 408.789398	0.207 0.030 -0.589
ttt_random_ammo	-17.755585 -2139.082764 452.160278	-0.151 0.038 0.497
ttt_random_ammo	-20.802341 -2178.109375 452.053467	0.057 -0.040 0.343
ttt_random_ammo	-22.211197 -2145.173828 408.874969	-0.085 0.040 0.389
ttt_random_ammo	-25.027695 -2181.437988 408.717377	0.081 -0.040 0.384
ttt_random_ammo	-121.245087 -2179.945801 408.706055	0.107 -0.039 0.425
ttt_random_ammo	-115.347733 -2153.962402 408.794159	-0.146 0.050 0.490
ttt_random_ammo	-239.903854 -2181.427979 408.687286	0.124 -0.039 0.453
ttt_random_ammo	-243.843765 -2149.439453 408.813965	-0.146 0.050 0.490
ttt_random_ammo	-339.969788 -2176.630615 408.733032	0.089 -0.040 0.396
ttt_random_ammo	-341.139587 -2157.061279 408.758881	0.076 0.040 0.429
ttt_random_ammo	-505.059296 -2069.913818 384.474335	-1.098 -2.266 -0.585
ttt_random_ammo	-505.767090 -2023.983643 384.454895	0.883 0.024 1.072
ttt_random_ammo	-504.728455 -1964.959717 384.359558	0.063 0.000 0.006
ttt_random_ammo	-497.304352 -2265.095215 429.919434	0.437 -1.476 0.213
ttt_random_ammo	-461.101044 -2261.375488 429.874786	-0.107 -0.027 0.115
ttt_random_ammo	-482.040161 -2256.989990 475.282349	-0.619 0.081 0.579
ttt_random_ammo	-138.898987 -1514.420654 8.549268	0.060 -0.000 -0.001
ttt_random_ammo	-82.838844 -1511.222412 8.660442	0.541 -0.020 -0.657
ttt_random_ammo	-111.897980 -1513.490356 8.527347	0.046 -0.000 0.026
ttt_random_ammo	-74.776566 -1476.240112 8.524960	0.046 -0.000 0.028
weapon_zm_rifle	-0.744695 1535.089966 997.958008	0.000 90.000 0.000
weapon_zm_rifle	-141.266006 -1952.949951 1217.959961	0.000 90.000 0.000
weapon_zm_rifle	226.720001 -1979.989990 993.958008	0.000 90.000 0.000
weapon_zm_rifle	-469.158997 1865.640015 481.958008	0.000 90.000 0.000
weapon_zm_rifle	-372.498505 -1980.869995 991.169861	3.498 13.207 65.279
weapon_zm_rifle	-687.770081 -2175.849609 991.198059	3.049 89.056 65.121
weapon_zm_rifle	658.550720 -2159.714844 991.126831	3.597 13.241 65.030
weapon_zm_rifle	-1.641907 -404.842529 899.132324	3.584 13.238 65.062
ttt_playerspawn	166.983322 462.553528 772.641663	0.084 -0.000 -0.084
ttt_playerspawn	-503.274353 646.988525 772.653687	0.069 0.000 0.069
ttt_playerspawn	-229.610718 88.229431 772.643372	-0.082 0.000 -0.081
ttt_playerspawn	279.563629 -185.008850 772.656982	0.065 0.000 0.065
ttt_playerspawn	2.788162 164.553207 772.648560	-0.075 0.000 0.075
ttt_playerspawn	225.055939 -884.516418 644.630432	0.097 -0.000 -0.097
ttt_playerspawn	89.207932 -1272.537842 644.647644	-0.076 -0.000 0.076
ttt_playerspawn	-321.103455 -1245.729248 772.667419	-0.053 0.000 0.052
ttt_playerspawn	-525.683655 -1387.619751 772.644348	0.080 0.000 0.080
ttt_playerspawn	291.559204 -1548.745972 384.562622	-0.045 -0.000 0.045
ttt_playerspawn	18.765171 -1704.897583 384.557220	-0.052 -0.000 0.052
ttt_playerspawn	-382.087860 -1645.518555 384.538605	-0.074 -0.000 0.074
ttt_playerspawn	-181.160217 -1676.905151 384.558502	-0.050 -0.000 0.050
ttt_playerspawn	-481.422485 -1794.936035 384.571899	-0.034 -0.000 0.034
ttt_playerspawn	-395.821808 -2152.832520 1160.523560	-0.091 0.137 -0.084
ttt_playerspawn	-209.858337 -2502.921631 992.539551	-0.073 -0.000 0.073
ttt_playerspawn	469.409943 -2418.436035 992.560486	0.020 0.070 0.128
ttt_playerspawn	535.026733 -1615.316406 384.547119	-0.036 0.015 0.177
ttt_playerspawn	297.686523 -1081.965210 384.541321	-0.071 -0.000 0.071
ttt_playerspawn	328.757294 -498.750122 402.493866	89.931 -79.260 -161.892
ttt_playerspawn	231.241638 1169.117676 384.520660	-0.096 -0.000 0.096
ttt_playerspawn	506.125061 1152.767212 384.562622	-0.045 -0.000 0.045
ttt_playerspawn	209.347656 1548.717285 480.534760	-0.079 -0.000 0.079
ttt_playerspawn	428.184021 1543.597534 480.541290	-0.071 -0.000 0.071
ttt_playerspawn	-126.167732 1721.130981 480.541870	-0.275 -0.071 -0.090
ttt_playerspawn	85.142441 1788.567261 480.536682	-0.076 -0.000 0.076
ttt_playerspawn	44.968170 2033.160400 480.563721	-0.044 -0.000 0.044
ttt_playerspawn	176.444305 1925.028809 480.529633	-0.085 -0.000 0.085
ttt_playerspawn	47.871269 2256.752930 480.552429	-0.057 -0.000 0.057
ttt_playerspawn	-129.697662 -571.961365 384.540649	0.022 -0.050 0.210
ttt_playerspawn	-503.142303 -1090.092529 384.531769	-0.082 -0.000 0.082
ttt_playerspawn	103.366570 -2218.891357 1216.532837	-0.081 -0.000 0.081
ttt_playerspawn	323.984772 -2131.776367 992.527771	-0.256 0.042 -0.026
ttt_playerspawn	278.738892 -2030.313477 866.552429	-0.057 -0.000 0.057
ttt_playerspawn	278.182068 -2255.040771 737.553284	0.027 -0.010 0.175
ttt_playerspawn	-23.816444 -2166.134277 608.553162	-0.057 -0.000 0.057
ttt_playerspawn	-88.161697 -2303.260986 384.541321	-0.071 -0.000 0.071
ttt_playerspawn	-307.408173 -2291.489990 384.526428	0.089 0.000 0.089
ttt_playerspawn	-369.836853 -2520.577393 384.553162	0.056 0.000 0.057
ttt_playerspawn	-217.551025 -1988.579712 608.573547	-0.032 -0.000 0.032
ttt_playerspawn	87.740501 -1994.890381 608.530762	-0.084 -0.000 0.084
ttt_playerspawn	-185.645279 -498.503052 200.557205	0.052 0.000 0.052
ttt_playerspawn	8.514891 -1647.132324 -31.453623	-0.065 -0.000 0.065
ttt_playerspawn	-24.250219 246.147903 200.559021	-0.080 0.119 0.092
item_ammo_revolver_ttt	-473.373718 -1968.224976 992.357056	0.455 0.059 0.046
item_ammo_revolver_ttt	-496.047272 -1970.827759 992.351807	0.454 0.059 0.048
item_ammo_revolver_ttt	-401.040894 -2393.438721 1088.358765	0.456 0.059 0.045
item_ammo_revolver_ttt	-385.256836 -2408.484863 1088.392700	0.462 0.055 0.031
item_ammo_revolver_ttt	364.896545 -1989.926025 992.340576	0.452 0.064 0.052
item_ammo_revolver_ttt	341.823303 -1997.112305 992.317139	0.447 0.072 0.062
item_ammo_revolver_ttt	-393.167175 1001.524414 513.444702	0.451 0.057 0.040
item_ammo_revolver_ttt	-386.583130 1030.628296 513.399780	0.440 0.072 0.057
item_ammo_revolver_ttt	-431.879425 -2203.136475 384.371460	0.458 0.057 0.040
item_ammo_revolver_ttt	-415.648041 -2185.866211 384.317108	0.447 0.072 0.061
item_ammo_pistol_ttt	-248.924042 -1964.113037 992.411011	-0.077 -0.020 -0.023
item_ammo_pistol_ttt	-270.081665 -1968.254883 992.366821	-0.115 -0.019 -0.035
item_ammo_pistol_ttt	491.564697 -1975.561646 992.372681	-0.110 -0.019 -0.033
item_ammo_pistol_ttt	474.376221 -1975.723389 992.355347	-0.062 0.013 0.008
item_ammo_pistol_ttt	359.615540 -719.352295 384.399750	-0.087 -0.020 -0.026
item_ammo_pistol_ttt	328.673798 -734.694214 384.444641	-0.047 -0.020 -0.014
item_ammo_pistol_ttt	331.007507 -683.246826 384.402710	-0.084 -0.020 -0.025
weapon_ttt_m16	-244.158585 -1989.391724 992.864746	2.112 -5.691 83.895
weapon_ttt_m16	485.158783 -1999.711548 992.864929	2.110 -5.691 83.893
weapon_ttt_m16	334.986816 -707.555969 384.864319	2.117 -5.692 83.899
weapon_zm_shotgun	345.815186 -618.338623 385.017487	-0.190 -8.492 -83.388
weapon_zm_shotgun	326.537689 -841.910339 384.951111	-0.056 -8.493 -82.763
weapon_zm_revolver	-481.110535 -2000.358521 992.856506	2.224 -18.472 -84.155
weapon_zm_revolver	-394.070953 -2379.901123 1088.853027	2.223 -18.473 -84.119
weapon_zm_revolver	341.810638 -1982.882080 992.944153	2.258 -18.506 -85.054
weapon_zm_revolver	-397.989807 1011.409241 514.053101	2.067 -20.544 -85.679
weapon_zm_revolver	-439.450165 -2165.499512 384.835815	2.216 -18.399 -83.943
weapon_zm_mac10	-477.636993 1821.780029 484.471008	0.000 0.000 0.000
weapon_zm_mac10	-281.027008 2085.479980 484.471008	0.000 0.000 0.000
weapon_zm_mac10	453.428986 1934.199951 484.471008	0.000 0.000 0.000
weapon_zm_mac10	-20.119400 1463.839966 1000.469971	0.000 0.000 0.000
weapon_zm_mac10	-162.938995 -31.731701 518.247986	0.000 0.000 0.000
weapon_zm_mac10	-149.348999 -648.322021 388.471008	0.000 0.000 0.000
weapon_zm_mac10	278.683990 -790.021973 645.815002	0.000 0.000 0.000
weapon_zm_mac10	374.539001 -1861.640015 388.471008	0.000 0.000 0.000
weapon_zm_mac10	-201.798996 -2470.310059 150.328003	0.000 0.000 0.000
weapon_zm_mac10	-294.761993 -2149.360107 388.471008	0.000 0.000 0.000
weapon_zm_mac10	-341.760010 -2149.719971 462.343994	0.000 0.000 0.000
weapon_zm_mac10	389.268677 917.091675 385.222534	-0.127 -50.619 -88.400
